,clip,annotator_id,prolific_user,annotator_gender,annotator_origin,movies_recognition,actors_recognition,experim_group,intensity,variability,gender,frame_start,movie,quartile,sum,exp_sum,face_id,type
1129,49509_64_clean,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,1,Male,49509,CleanAM,q1,2.6346167968061707,0.0145540695934997,35,A
1130,68529_184_newyork,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,2,Female,68529,SynecdocheAM,q2,8.250075870768278,0.0466988156863027,73,A
1131,68529_184_newyork,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,3,3,Female,68529,SynecdocheAM,q2,8.250075870768278,0.0466988156863027,73,A
1132,68529_184_newyork,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,5,Female,68529,SynecdocheAM,q2,8.250075870768278,0.0466988156863027,73,A
1133,68529_184_newyork,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,5,3,Female,68529,SynecdocheAM,q2,8.250075870768278,0.0466988156863027,73,A
1134,68529_184_newyork,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,3,Female,68529,SynecdocheAM,q2,8.250075870768278,0.0466988156863027,73,A
1135,26713_53_monster,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,2,Female,26713,MonsterInLawHM,q2,7.270922825811585,0.0421165893978336,29,H
1136,26713_53_monster,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Female,26713,MonsterInLawHM,q2,7.270922825811585,0.0421165893978336,29,H
1137,26713_53_monster,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,1,Female,26713,MonsterInLawHM,q2,7.270922825811585,0.0421165893978336,29,H
1138,26713_53_monster,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,4,6,Female,26713,MonsterInLawHM,q2,7.270922825811585,0.0421165893978336,29,H
1139,26713_53_monster,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,4,Female,26713,MonsterInLawHM,q2,7.270922825811585,0.0421165893978336,29,H
1140,153561_229_pirates,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,2,Male,153561,PiratesOfCaribbeanHM,q2,10.28156146654631,0.0589813948126858,298,H
1141,153561_229_pirates,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,3,Male,153561,PiratesOfCaribbeanHM,q2,10.28156146654631,0.0589813948126858,298,H
1142,153561_229_pirates,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,2,Male,153561,PiratesOfCaribbeanHM,q2,10.28156146654631,0.0589813948126858,298,H
1143,153561_229_pirates,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,3,Male,153561,PiratesOfCaribbeanHM,q2,10.28156146654631,0.0589813948126858,298,H
1144,153561_229_pirates,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,3,Male,153561,PiratesOfCaribbeanHM,q2,10.28156146654631,0.0589813948126858,298,H
1145,153281_262_bright,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,2,1,Male,153281,BrightStarAM,q1,4.830372015759437,0.0266910129250358,112,A
1146,153281_262_bright,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,2,1,Male,153281,BrightStarAM,q1,4.830372015759437,0.0266910129250358,112,A
1147,153281_262_bright,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,3,1,Male,153281,BrightStarAM,q1,4.830372015759437,0.0266910129250358,112,A
1148,153281_262_bright,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,1,Male,153281,BrightStarAM,q1,4.830372015759437,0.0266910129250358,112,A
1149,153281_262_bright,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,1,1,Male,153281,BrightStarAM,q1,4.830372015759437,0.0266910129250358,112,A
1150,168793_445_newyork,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,6,3,Female,168793,SynecdocheAM,q1,4.460508183957836,0.0251253165320393,161,A
1151,168793_445_newyork,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Female,168793,SynecdocheAM,q1,4.460508183957836,0.0251253165320393,161,A
1152,168793_445_newyork,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,3,Female,168793,SynecdocheAM,q1,4.460508183957836,0.0251253165320393,161,A
1153,168793_445_newyork,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,3,Female,168793,SynecdocheAM,q1,4.460508183957836,0.0251253165320393,161,A
1154,168793_445_newyork,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,4,Female,168793,SynecdocheAM,q1,4.460508183957836,0.0251253165320393,161,A
1155,97217_215_click,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,1,Male,97217,ClickHM,q4,13.987403948197205,0.0823058114814006,372,H
1156,97217_215_click,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,1,Male,97217,ClickHM,q4,13.987403948197205,0.0823058114814006,372,H
1157,97217_215_click,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,1,Male,97217,ClickHM,q4,13.987403948197205,0.0823058114814006,372,H
1158,97217_215_click,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,5,5,Male,97217,ClickHM,q4,13.987403948197205,0.0823058114814006,372,H
1159,97217_215_click,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,2,Male,97217,ClickHM,q4,13.987403948197205,0.0823058114814006,372,H
1160,134697_242_dark_batman,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,1,Male,134697,TheDarkKnightHM,q2,7.675151630531849,0.0472396213939861,78,H
1161,134697_242_dark_batman,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,4,Male,134697,TheDarkKnightHM,q2,7.675151630531849,0.0472396213939861,78,H
1162,134697_242_dark_batman,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,3,Male,134697,TheDarkKnightHM,q2,7.675151630531849,0.0472396213939861,78,H
1163,134697_242_dark_batman,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,2,Male,134697,TheDarkKnightHM,q2,7.675151630531849,0.0472396213939861,78,H
1164,134697_242_dark_batman,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,4,Male,134697,TheDarkKnightHM,q2,7.675151630531849,0.0472396213939861,78,H
1165,115570_269_allornothing,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,6,1,Male,115570,AllOrNothingAM,q3,9.858050080979757,0.0602642234962273,120,A
1166,115570_269_allornothing,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,1,Male,115570,AllOrNothingAM,q3,9.858050080979757,0.0602642234962273,120,A
1167,115570_269_allornothing,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,3,1,Male,115570,AllOrNothingAM,q3,9.858050080979757,0.0602642234962273,120,A
1168,115570_269_allornothing,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,2,1,Male,115570,AllOrNothingAM,q3,9.858050080979757,0.0602642234962273,120,A
1169,115570_269_allornothing,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,1,Male,115570,AllOrNothingAM,q3,9.858050080979757,0.0602642234962273,120,A
1170,44121_80_pirates,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,2,Male,44121,PiratesOfCaribbeanHM,q4,12.876703946799031,0.0756726375372454,339,H
1171,44121_80_pirates,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Male,44121,PiratesOfCaribbeanHM,q4,12.876703946799031,0.0756726375372454,339,H
1172,44121_80_pirates,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,5,Male,44121,PiratesOfCaribbeanHM,q4,12.876703946799031,0.0756726375372454,339,H
1173,44121_80_pirates,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,4,6,Male,44121,PiratesOfCaribbeanHM,q4,12.876703946799031,0.0756726375372454,339,H
1174,44121_80_pirates,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,4,Male,44121,PiratesOfCaribbeanHM,q4,12.876703946799031,0.0756726375372454,339,H
1175,37561_70_allornothing,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,1,Female,37561,AllOrNothingAM,q2,7.648059076644664,0.0424386589746234,19,A
1176,37561_70_allornothing,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Female,37561,AllOrNothingAM,q2,7.648059076644664,0.0424386589746234,19,A
1177,37561_70_allornothing,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,3,Female,37561,AllOrNothingAM,q2,7.648059076644664,0.0424386589746234,19,A
1178,37561_70_allornothing,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,2,Female,37561,AllOrNothingAM,q2,7.648059076644664,0.0424386589746234,19,A
1179,37561_70_allornothing,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,2,Female,37561,AllOrNothingAM,q2,7.648059076644664,0.0424386589746234,19,A
1180,35817_72_monster,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,3,Male,35817,MonsterInLawHM,q1,4.848159005244317,0.0266141096566678,43,H
1181,35817_72_monster,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,2,4,Male,35817,MonsterInLawHM,q1,4.848159005244317,0.0266141096566678,43,H
1182,35817_72_monster,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,6,Male,35817,MonsterInLawHM,q1,4.848159005244317,0.0266141096566678,43,H
1183,35817_72_monster,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,2,4,Male,35817,MonsterInLawHM,q1,4.848159005244317,0.0266141096566678,43,H
1184,35817_72_monster,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,4,Male,35817,MonsterInLawHM,q1,4.848159005244317,0.0266141096566678,43,H
1185,45897_78_bright,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,3,Female,45897,BrightStarAM,q1,2.4017749171326,0.0131683575142939,36,A
1186,45897_78_bright,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,3,Female,45897,BrightStarAM,q1,2.4017749171326,0.0131683575142939,36,A
1187,45897_78_bright,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,2,Female,45897,BrightStarAM,q1,2.4017749171326,0.0131683575142939,36,A
1188,45897_78_bright,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,4,4,Female,45897,BrightStarAM,q1,2.4017749171326,0.0131683575142939,36,A
1189,45897_78_bright,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,2,Female,45897,BrightStarAM,q1,2.4017749171326,0.0131683575142939,36,A
1190,44909_132_copy,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,1,Female,44909,CertifiedCopyAM,q4,10.061454821443895,0.062370814239306,56,A
1191,44909_132_copy,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Female,44909,CertifiedCopyAM,q4,10.061454821443895,0.062370814239306,56,A
1192,44909_132_copy,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,2,Female,44909,CertifiedCopyAM,q4,10.061454821443895,0.062370814239306,56,A
1193,44909_132_copy,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,5,2,Female,44909,CertifiedCopyAM,q4,10.061454821443895,0.062370814239306,56,A
1194,44909_132_copy,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,6,4,Female,44909,CertifiedCopyAM,q4,10.061454821443895,0.062370814239306,56,A
1195,183633_249_pirates,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,3,Male,183633,PiratesOfCaribbeanHM,q4,11.453771341615294,0.0676545358714622,326,H
1196,183633_249_pirates,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,5,Male,183633,PiratesOfCaribbeanHM,q4,11.453771341615294,0.0676545358714622,326,H
1197,183633_249_pirates,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,3,Male,183633,PiratesOfCaribbeanHM,q4,11.453771341615294,0.0676545358714622,326,H
1198,183633_249_pirates,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,2,3,Male,183633,PiratesOfCaribbeanHM,q4,11.453771341615294,0.0676545358714622,326,H
1199,183633_249_pirates,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,5,4,Male,183633,PiratesOfCaribbeanHM,q4,11.453771341615294,0.0676545358714622,326,H
1200,29377_56_click,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,2,Male,29377,ClickHM,q2,7.492498548296855,0.041676258952572,534,H
1201,29377_56_click,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,2,1,Male,29377,ClickHM,q2,7.492498548296855,0.041676258952572,534,H
1202,29377_56_click,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,3,Male,29377,ClickHM,q2,7.492498548296855,0.041676258952572,534,H
1203,29377_56_click,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,4,Male,29377,ClickHM,q2,7.492498548296855,0.041676258952572,534,H
1204,29377_56_click,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,2,Male,29377,ClickHM,q2,7.492498548296855,0.041676258952572,534,H
1205,171337_451_newyork,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,3,Male,171337,SynecdocheAM,q3,9.74518713139424,0.0573200898031161,164,A
1206,171337_451_newyork,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,1,Male,171337,SynecdocheAM,q3,9.74518713139424,0.0573200898031161,164,A
1207,171337_451_newyork,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,2,Male,171337,SynecdocheAM,q3,9.74518713139424,0.0573200898031161,164,A
1208,171337_451_newyork,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,4,2,Male,171337,SynecdocheAM,q3,9.74518713139424,0.0573200898031161,164,A
1209,171337_451_newyork,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,1,2,Male,171337,SynecdocheAM,q3,9.74518713139424,0.0573200898031161,164,A
1210,104460_220_monster,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,1,Female,104460,MonsterInLawHM,q1,4.50819547208887,0.0255520658917607,118,H
1211,104460_220_monster,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,4,Female,104460,MonsterInLawHM,q1,4.50819547208887,0.0255520658917607,118,H
1212,104460_220_monster,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,3,Female,104460,MonsterInLawHM,q1,4.50819547208887,0.0255520658917607,118,H
1213,104460_220_monster,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,5,4,Female,104460,MonsterInLawHM,q1,4.50819547208887,0.0255520658917607,118,H
1214,104460_220_monster,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,1,Female,104460,MonsterInLawHM,q1,4.50819547208887,0.0255520658917607,118,H
1215,131409_219_clean,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,2,Female,131409,CleanAM,q2,6.5798313127297225,0.0362212995342537,139,A
1216,131409_219_clean,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,3,4,Female,131409,CleanAM,q2,6.5798313127297225,0.0362212995342537,139,A
1217,131409_219_clean,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,5,Female,131409,CleanAM,q2,6.5798313127297225,0.0362212995342537,139,A
1218,131409_219_clean,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,2,4,Female,131409,CleanAM,q2,6.5798313127297225,0.0362212995342537,139,A
1219,131409_219_clean,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,2,Female,131409,CleanAM,q2,6.5798313127297225,0.0362212995342537,139,A
1220,97185_222_allornothing,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,6,1,Male,97185,AllOrNothingAM,q4,17.049830368395817,0.1052939486908995,82,A
1221,97185_222_allornothing,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,3,1,Male,97185,AllOrNothingAM,q4,17.049830368395817,0.1052939486908995,82,A
1222,97185_222_allornothing,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,1,Male,97185,AllOrNothingAM,q4,17.049830368395817,0.1052939486908995,82,A
1223,97185_222_allornothing,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,4,2,Male,97185,AllOrNothingAM,q4,17.049830368395817,0.1052939486908995,82,A
1224,97185_222_allornothing,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,1,Male,97185,AllOrNothingAM,q4,17.049830368395817,0.1052939486908995,82,A
1225,156647_257_clean,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,2,1,Female,156647,CleanAM,q2,7.700604936332289,0.0456497296824818,167,A
1226,156647_257_clean,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,2,2,Female,156647,CleanAM,q2,7.700604936332289,0.0456497296824818,167,A
1227,156647_257_clean,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,2,Female,156647,CleanAM,q2,7.700604936332289,0.0456497296824818,167,A
1228,156647_257_clean,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,1,3,Female,156647,CleanAM,q2,7.700604936332289,0.0456497296824818,167,A
1229,156647_257_clean,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,1,Female,156647,CleanAM,q2,7.700604936332289,0.0456497296824818,167,A
1230,95246_213_click,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,3,Female,95246,ClickHM,q2,5.898327871419058,0.0332778103992832,368,H
1231,95246_213_click,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,3,Female,95246,ClickHM,q2,5.898327871419058,0.0332778103992832,368,H
1232,95246_213_click,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,2,Female,95246,ClickHM,q2,5.898327871419058,0.0332778103992832,368,H
1233,95246_213_click,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,3,Female,95246,ClickHM,q2,5.898327871419058,0.0332778103992832,368,H
1234,95246_213_click,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,4,Female,95246,ClickHM,q2,5.898327871419058,0.0332778103992832,368,H
1235,128880_232_dark_batman,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,3,Male,128880,TheDarkKnightHM,q4,14.631547806592582,0.091190298772494,73,H
1236,128880_232_dark_batman,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,3,Male,128880,TheDarkKnightHM,q4,14.631547806592582,0.091190298772494,73,H
1237,128880_232_dark_batman,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,4,Male,128880,TheDarkKnightHM,q4,14.631547806592582,0.091190298772494,73,H
1238,128880_232_dark_batman,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,5,6,Male,128880,TheDarkKnightHM,q4,14.631547806592582,0.091190298772494,73,H
1239,128880_232_dark_batman,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,5,3,Male,128880,TheDarkKnightHM,q4,14.631547806592582,0.091190298772494,73,H
1240,76505_107_clean,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,1,Female,76505,CleanAM,q1,4.993298844367283,0.0272794134557413,61,A
1241,76505_107_clean,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Male,76505,CleanAM,q1,4.993298844367283,0.0272794134557413,61,A
1242,76505_107_clean,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,1,Female,76505,CleanAM,q1,4.993298844367283,0.0272794134557413,61,A
1243,76505_107_clean,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,5,2,Female,76505,CleanAM,q1,4.993298844367283,0.0272794134557413,61,A
1244,76505_107_clean,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,5,2,Female,76505,CleanAM,q1,4.993298844367283,0.0272794134557413,61,A
1245,69906_101_clean,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,1,Female,69906,CleanAM,q2,6.489748014089532,0.0362367284025451,55,A
1246,69906_101_clean,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,5,3,I cannot tell,69906,CleanAM,q2,6.489748014089532,0.0362367284025451,55,A
1247,69906_101_clean,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,5,1,Female,69906,CleanAM,q2,6.489748014089532,0.0362367284025451,55,A
1248,69906_101_clean,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,1,Female,69906,CleanAM,q2,6.489748014089532,0.0362367284025451,55,A
1249,69906_101_clean,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,2,Female,69906,CleanAM,q2,6.489748014089532,0.0362367284025451,55,A
1250,147353_234_clean,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,5,Female,147353,CleanAM,q3,9.276333841885586,0.0540030638056429,149,A
1251,147353_234_clean,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,3,4,Male,147353,CleanAM,q3,9.276333841885586,0.0540030638056429,149,A
1252,147353_234_clean,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,7,Female,147353,CleanAM,q3,9.276333841885586,0.0540030638056429,149,A
1253,147353_234_clean,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,4,5,Female,147353,CleanAM,q3,9.276333841885586,0.0540030638056429,149,A
1254,147353_234_clean,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,3,6,Female,147353,CleanAM,q3,9.276333841885586,0.0540030638056429,149,A
1255,5102_4_newyork,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,1,Male,5102,SynecdocheAM,q4,14.56908273491586,0.0891240174112394,1,A
1256,5102_4_newyork,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,3,2,Male,5102,SynecdocheAM,q4,14.56908273491586,0.0891240174112394,1,A
1257,5102_4_newyork,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,3,1,Male,5102,SynecdocheAM,q4,14.56908273491586,0.0891240174112394,1,A
1258,5102_4_newyork,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,1,2,Male,5102,SynecdocheAM,q4,14.56908273491586,0.0891240174112394,1,A
1259,5102_4_newyork,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,1,2,Male,5102,SynecdocheAM,q4,14.56908273491586,0.0891240174112394,1,A
1260,133825_226_spider,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,6,1,Male,133825,SpiderAM,q2,5.940674576530127,0.032392709126918,106,A
1261,133825_226_spider,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,1,Male,133825,SpiderAM,q2,5.940674576530127,0.032392709126918,106,A
1262,133825_226_spider,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,1,Male,133825,SpiderAM,q2,5.940674576530127,0.032392709126918,106,A
1263,133825_226_spider,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,1,1,Male,133825,SpiderAM,q2,5.940674576530127,0.032392709126918,106,A
1264,133825_226_spider,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,1,Male,133825,SpiderAM,q2,5.940674576530127,0.032392709126918,106,A
1265,190553_318_dark_batman,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,4,2,Male,190553,TheDarkKnightHM,q3,10.206458367668477,0.0588121779359268,111,H
1266,190553_318_dark_batman,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,5,Male,190553,TheDarkKnightHM,q3,10.206458367668477,0.0588121779359268,111,H
1267,190553_318_dark_batman,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,3,4,Male,190553,TheDarkKnightHM,q3,10.206458367668477,0.0588121779359268,111,H
1268,190553_318_dark_batman,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,2,4,Male,190553,TheDarkKnightHM,q3,10.206458367668477,0.0588121779359268,111,H
1269,190553_318_dark_batman,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,4,3,Male,190553,TheDarkKnightHM,q3,10.206458367668477,0.0588121779359268,111,H
1270,99585_177_spider,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,5,3,Male,99585,SpiderAM,q4,11.38045856545711,0.0698544702071163,81,A
1271,99585_177_spider,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,4,2,Male,99585,SpiderAM,q4,11.38045856545711,0.0698544702071163,81,A
1272,99585_177_spider,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,6,3,Male,99585,SpiderAM,q4,11.38045856545711,0.0698544702071163,81,A
1273,99585_177_spider,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,3,2,Male,99585,SpiderAM,q4,11.38045856545711,0.0698544702071163,81,A
1274,99585_177_spider,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,5,3,Male,99585,SpiderAM,q4,11.38045856545711,0.0698544702071163,81,A
1275,85425_165_dark_batman,R_24e0Tz3OzhRLJyS,0,Male,Western (European),Many,Many,5,3,1,Male,85425,TheDarkKnightHM,q4,18.02545427935764,0.1076656446868532,49,H
1276,85425_165_dark_batman,R_1QMS3pmCmj2tE9S,0,Female,Western (European),Several,Several,5,5,2,Male,85425,TheDarkKnightHM,q4,18.02545427935764,0.1076656446868532,49,H
1277,85425_165_dark_batman,R_2fNU6Uu5m30kv5q,1,Male,Western (European),A few,A few,5,4,1,Male,85425,TheDarkKnightHM,q4,18.02545427935764,0.1076656446868532,49,H
1278,85425_165_dark_batman,R_2YS6VK8KYD8YiUb,1,Female,Western (European),Many,Many,5,2,2,Male,85425,TheDarkKnightHM,q4,18.02545427935764,0.1076656446868532,49,H
1279,85425_165_dark_batman,R_32IRj0G5KtBCNjf,1,Male,Western (European),A few,A few,5,2,2,Male,85425,TheDarkKnightHM,q4,18.02545427935764,0.1076656446868532,49,H
1280,120761_213_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,5,Male,120761,SpiderAM,q2,7.117541140892398,0.0400878806154868,100,A
1281,120761_213_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,6,2,Male,120761,SpiderAM,q2,7.117541140892398,0.0400878806154868,100,A
